Using cuda device
Find 9524 files.
Reading 9524 files...
Read 989 sequences.
VQVAE(
  (egru): GRU(89, 96)
  (gru): GRU(96, 96)
  (relu): LeakyReLU(negative_slope=0.01)
  (dgru): GRU(96, 96)
  (linear): Linear(in_features=96, out_features=96, bias=True)
  (vq_layer): VectorQuantizer()
)
Start trainning...
Epoch 1
-----------------
vq_loss:  tensor(0., device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0960, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8850e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9001e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0288, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3323e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4967e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0274, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3417e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2524e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3488e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0314, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.8868e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0296, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6161e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0317, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5211e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4820e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5866e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0303, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.1088e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6457e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0319, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4716e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6287e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3722e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0316, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4955e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0322, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5230e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3339e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9807e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0341, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7174e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0320, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6966e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0327, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3419e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6994e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0332, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5737e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6617e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6066e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.1056e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0804e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0384, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1743e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0274, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9424e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0302, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2239e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0334, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3256e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0335, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3536e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3617e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2121e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0282, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8000e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4366e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1692e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1975e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0269, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5998e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9216e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0343, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5905e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9746e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4948e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7038e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0316, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3348e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1390e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0291, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5198e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2400e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0325, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6306e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0294, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4595e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0320, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0786e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0378, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4915e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2401e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6579e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5867e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7770e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7984e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0312, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4681e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1826e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0296, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9976e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0373, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7991e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4086e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0294, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5718e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0309, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4177e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6240e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0324, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3614e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0292, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2515e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0322, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4237e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0333, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9451e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2896e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9175e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3412e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0292, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2504e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0319, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5445e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5355e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5587e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0294, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5666e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0312, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9687e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0397, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3172e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1467e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0325, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4211e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0273, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3418e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2494e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2858e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6355e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5831e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4073e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0677e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0341, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.9387e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0328, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(4.9794e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6534e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5718e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7467e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3042e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3297e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0333, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7593e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0359, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0338e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7411e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6680e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0024e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0386, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5400e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0284, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2222e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8663e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2807e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0267, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6811e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3092e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3599e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0350, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.0827e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0287, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5040e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0365, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4557e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4324e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1520e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4891e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4964e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4991e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0280, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6309e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0301, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7059e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0278, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6375e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0310, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1771e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0342, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2146e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0299, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3409e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0289, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2102e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0298, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4638e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0290, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3865e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5008e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5115e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.8929e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0295, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6052e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0377, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6168e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0283, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(6.0625e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0392, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5795e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0286, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4078e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6680e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0304, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3735e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0281, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4348e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6267e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0275, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7699e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6423e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3972e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0313, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1422e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0292, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3628e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0311, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3961e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0300, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3364e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0261, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6206e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0298, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7460e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0324, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5516e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0285, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2229e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0289, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.2836e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0333, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4528e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0276, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5149e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0271, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4913e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0297, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.3960e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0308, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.4799e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0318, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6635e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0306, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.5073e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0307, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1089e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0289, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.7655e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0321, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6790e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0274, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.6171e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0293, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(5.1085e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0278, device='cuda:0', grad_fn=<MeanBackward0>)
